0x0001	 [X]
0x0B19	[09][10][14][NL][09]There's Jehanna Hall[16]...[X][16][NL]It's nothing but a ruin now.[A][NL]Blast! I don't know what's[NL]happened, but[X][16]...[X][16][A][NL]I'd better get to Eirika and the[NL]others as soon as possible.[X][A][0C][10][04][NL][0C]I've discovered which of Grado's generals[X][NL]lead the forces surrounding the hall.[X][A][NL]Valter the Moonstone and[NL]Caellach the Tiger Eye.[X][A][NL]Two of the strongest of the empire's[NL]generals, with near-peerless forces.[A][NL]Above all else, we must rescue Princess[X][NL]Eirika, and yet[X][16]...[X][16][A][NL]If you fall, Prince Ephraim, we're all[NL]finished. And this accursed sand[16]...[X][16][A][NL]Most of the units can't get proper[NL]footing and are being slowed down.[A][NL]Mounted units are having the worst time,[NL]as their movement is severely limited.[A][NL]Some of us can move better than[X][NL]others, though[16]...[X][16][A][NL]A combination of magic wielders and sky[X][NL]riders should give us some advantage.[X][A][NL]Whatever we do, we must move cautiously.[A][09]I understand. This is just[NL]like the battle for Renvall.[A][NL]We either rescue Eirika or[NL]defeat all the enemy troops.[A][NL]If we accomplish either goal,[X][NL]victory is ours.[A][02][NL]Let's move![X][A]
0x0B1A	[09][10]F[NL][0C][10]C[NL][09]How goes it, Caellach?[A][0C]Ah, Prince Lyon.[A][NL]Thank you, Your Highness, for gracing[X][NL]me with[X][16]...[X][16]your royal[16]...[X][16]er[16]...[X][16][A][09]You can stop. There's no need for you to[NL]put on airs.[A][NL]You were made general for your military[X][NL]prowess, not your flowery speech.[X][A][0C]And an honor it is.[X][A][NL]You know, Prince Lyon, you've got a lot of[NL]nerve.[A][NL]You've really worked over your dear friend[NL]the princess of Renais. Are you satisfied?[A][09]Is there some reason you ask?[X][A][0C]No, not really.[X][A][NL]I just wanted to see how[NL]you'd react. That's all.[A][09]She[X][16]... [16]Eirika has always been[NL]a very important person in my life.[X][A][NL]Both she and her brother have been[NL]friends of mine for a long time.[A][NL]Tell me, Caellach, do you have any[NL]friends to speak of?[A][0C]Huh?[NL]Yeah, I got one.[A][NL]An old mercenary I fought with, went[NL]by the name of Joshua.[A][NL]He was a fool and a scoundrel, but[NL]now that he's gone, I miss the lad.[X][A][NL]I don't know where he's at or what[NL]he's doing, but[X][16]...[X][16][A][09]Do you miss that life? Do you ever want[X][NL]to be a mercenary again, to see him?[A][0C]Nope. The time we worked together was[X][NL]fun and all, but[16]... [16]No.[X][A][NL]I don't want to end up another no-name[NL]mercenary lying dead in a ditch.[A][NL]I'd rather serve the Grado Empire[X][NL]and make a name for myself.[X][A][NL]I'm going to see how far my axe will[NL]take me. And then, one day[16]...[X][16][A][09]One day, you'll kill me and be[NL]emperor in my stead. Is that it?[A][0C]Uh[16]... [16]That's[16]...[X][16][A][09]It's all right. Think whatever you[NL]like if it helps you do your duty.[A][NL]As long as you do what I assign you[X][NL]to do, I'm happy.[X][A][NL]But for now, I'm going. You know[NL]what you need to do.[A][0C]Yep, leave it to me.[A][NL]I am General Caellach, the Tiger Eye[NL]of the Grado Imperial Army, after all![A][NL]Once my prey is within my reach,[NL]I never let it escape.[A][NL]Too bad for the princess, but they've[X][NL]no chance at winning. None at all.[A]
0x0B1B	[09][10][14][NL][09]That building beyond the dunes[NL]is Jehanna Hall.[A][NL]I expect that's where we'll find[NL]Eirika and her companions.[A][NL]Duessel, Knoll.[X][A][NL]It's time we rescued Eirika.[NL]I'll need all your strength.[A][0B][10]%[NL][0B]Of course, Your Highness.[X][A][NL]I've pledged my service and[X][NL]my axe. You shall have both.[A][0D][10])[NL][0D]Princess Eirika[X][16]... [16]She's a[X][NL]friend of Prince Lyon's, isn't she?[X][A][NL]I'll do what I can to help you.[X][A][NL]I feel like that is what Prince[X][NL]Lyon would want.[A][09]The enemy's numbers are great, but[NL]we do not need to face them alone.[A][NL]We must move quickly to join forces[X][NL]with Eirika and her company.[A][NL]I'm sure Seth and Innes will be[X][NL]there waiting for us.[X][A][NL]Let's move![X][A]
0x0B1C	[09][10][02][NL][09]Prince Innes[16]...[X][16][NL]And Saleh.[A][NL]I'm sorry. I'm absolutely[X][NL]powerless here[16]...[X][16][A][0B][10][0F][NL][0B]Eirika, you have nothing to apologize for.[NL]We're not defeated yet.[X][A][NL]Jehanna Hall has fallen, that much is true.[X][A][NL]But if we can hold out until Ephraim arrives,[X][NL]we still have a chance of victory.[A][0D][10] [NL][0D]And reports place Lady Myrrh at[X][NL]Prince Ephraim's side.[A][NL]It is my duty to protect her.[X][A][NL]I will not die without having[X][NL]fulfilled my obligation to her.[X][A][09]You're right[16]...[X][16][NL]I made a promise, too.[A][NL]I told Ephraim I would live to see[NL]him again.[A][NL]We have to pull together. All of us. We[X][NL]just have to hold out a little longer.[A][NL]If we pool our strength now, I vow that we[NL]will all live to see our friends again.[X][A]
0x0B1E	[09][10]B[NL][09]Hello again, Ephraim.[X][A][NL]I let you flee once, but this[X][NL]time, there's no escape.[A][09][11][0C][10][14][NL][0C]Escape?[X][NL]I'm not going anywhere.[X][A][NL]I came here for you.[NL]I came to defeat you.[X][A][0C][11][09][10]B[NL][09]What's this?[A][NL]A scurrying little mouse[NL]that roars like a lion?[X][A][NL]Are you saying this time[NL]will be different than last?[A][NL]Will you finally provide me[X][NL]with some amusement?[A][09][11][0C][10][14][NL][0C]I'll do far more than that.[X][A][NL]I'll provide you with a messy[X][NL]end to your sorry life.[X][A][0C][11]
0x0B1F	[09][10]B[NL][09]What now, Cormag?[X][A][NL]Have you betrayed your[NL]oaths and your emperor?[X][A][09][11][0C][10][13][NL][0C]I have.[X][A][NL]I can no longer serve Grado.[A][NL]But I must know the truth,[NL]Valter, and you will tell me.[X][A][NL]You're the one who murdered[X][NL]my brother, aren't you?[X][A][0C][11][09][10]B[NL][09][16]...[X][16]Hmph.[X][A][NL]No reason for lies, seeing as[X][NL]you're nothing but a traitor.[X][A][NL]You're right, Cormag![X][A][NL]I was the one who cut your[NL]brother down.[X][A][NL]He was just like you, a[X][NL]weak, pitiful fool.[X][A][09][11][0C][10][13][NL][0C][16]......[16][A][02][NL]Ha[16]...[X][16]ha ha ha[16]...[X][16][A][0C][11][09][10]B[NL][09]Why do you laugh, dolt?[X][A][09][11][0C][10][13][NL][0C]How can I not?[A][NL]I've dreamt of revenge,[X][NL]chased it for days[16]...[X][16][A][NL]And now, it's here before me![X][A][NL]Oh, Valter[16]... [16]Your death[NL]will be slow and agonizing.[X][A][0C][11]
0x0B21	[0C][10]*[NL][0C]Caellach.[X][A][0C][11][09][10]C[NL][09]Hey![NL]If it isn't Joshua.[X][A][NL]It's been a long time.[NL]Have you been well?[X][A][09][11][0C][10]*[NL][0C]I've been all right. Still[NL]working as a mercenary.[X][A][NL]When did you get all proper[X][NL]and join the Grado army?[A][0C][11][09][10]C[NL][09]Didn't I tell you?[A][NL]I wasn't about to waste my[NL]life as a nameless soldier.[X][A][NL]Still, I think back on those[NL]days a lot lately[X][16]...[X][16][A][NL]My axe and your sword[X][16]...[X][16][A][NL]The two of us were a deadly[X][NL]pair, eh?[X][A][09][11][0C][10]*[NL][0C][16]......[16][A][0C][11][09][10]C[NL][09]By the way[16]...[X][16][NL]I know all about you, Joshua.[X][A][NL]Who you really are I mean.[NL]The prince of Jehanna, huh?[X][A][NL]When did you plan on sharing[NL]the wealth, you sneaky dog?[X][A][09][11][0C][10]*[NL][0C]Listen[16]...[X][16][A][NL]You can't reduce a nation to[NL]loot waiting to be divided.[X][A][NL]And more importantly, I made[NL]a vow to my mother.[X][A][NL]I'm going to succeed her as[X][NL]ruler of my homeland.[X][A][02][NL]Hey, Caellach[X][16]...[X][16][A][NL]You're the one who killed[X][NL]my mother, aren't you?[A][0C][11][09][10]C[NL][09]Yeah[16]... [16]Sorry 'bout that.[X][NL]Things happen, you know?[A][NL]C'mon, Joshua,[NL]don't hate me.[A][NL]This is war. There's nothing[NL]you can do about it.[A][NL]Besides, grudges get in the[X][NL]way of work, right?[X][A][09][11][0C][10]*[NL][0C]That's true.[NL]It's as you say.[A][NL]Listen, Caellach[16]...[X][16][NL]I've got to kill you now.[X][A][NL]Don't hold it against me.[X][A][0C][11][09][10]C[NL][09]You arrogant[16]...[X][16][NL]You haven't changed a bit![A][NL]I've always wanted to show[NL]you who's better, Joshua.[X][A][NL]And I'm even stronger than[NL]I used to be.[X][A][NL]I'm gonna wipe that smug look[X][NL]off your face for good![X][A][09][11]
0x0B22	[09][10]O[NL][09]You can come[NL]quietly in chains,[A][NL]or be left here [NL]to rot away.[A][NL]But it looks like [NL]you've made your choice.[A][NL][09][11]
0x0B27	[0C][10][02][NL][09][10][14][NL][0C][800D][0B]Brother![A][09]Eirika![X][A][0B]Oh, Ephraim[X][16]...[X][16][NL]I've missed you so.[X][A][09]And I've missed you.[A][NL]I can't tell you how happy[NL]I am to see you safe.[X][A][15][09]Oh, I almost forgot. I have[X][NL]something to give you.[A][0B]What are these?[X][A][09]These are called Sacred Twins. We[X][NL]took these relics from Grado.[X][A][NL]The dark tome Gleipnir and[NL]the black axe Garm[16]...[X][16][A][02][NL]I doubt either of us can use them, but[16]...[X][16][A][NL]Why not see if one of your companions can[X][NL]use them. They might have better luck.[A][0B]They're from Grado?[X][A][NL]Does this mean Grado Keep[X][NL]has fallen?[X][A][09]Yes. I conquered the capital and[NL]defeated Emperor Vigarde.[X][A][NL]But still[X][16]...[X][16][A][0D][10]"[NL][0D]Eirika, may I make[NL]a suggestion?[X][A][NL]We've been able to[NL]join forces here so[X][16]...[X][16][A][NL]How about if we all get together[NL]and trade information.[A][NL]There are people on both[NL]sides waiting after all.[A]
0x0B28	[0C][10][02][NL][09][10][14][NL][09][800C][0A]Eirika![X][A][0C]Brother![A][0A]You've done well, Eirika.[X][A][0C]Thanks to you, Ephraim.[X][A][NL]Ah[16]... [16]Wait a moment.[NL]I've something to give you.[X][A][0A]These are[X][16]...[X][16][A][0C]These are the Sacred Twin[X][NL]relics of Jehanna.[A][NL]The ice sword Audhulma and[NL]the wind blade Excalibur.[X][A][0A]Jehanna's Sacred Twins?[X][A][NL]But it seems like we were[X][NL]too late[16]...[X][16][A][NL]Jehanna Hall has fallen.[A][0C]Yes, and Queen Ismaire died[X][NL]resisting Grado.[A][08][10]"[NL][08]Now that we have, at last, been[X][NL]reunited once again,[A][NL]perhaps this would be a good[NL]time to share information.[A][NL]I'm sure we all are most anxious[NL]to learn of what has happened.[A]
0x0B29	[08][10][02][NL][0A][10][14][NL][0B][10][0F][NL][0D][10]"[NL][0A]I see unfamiliar faces among you here,[NL]so allow me to introduce myself.[A][NL]I am Ephraim, Eirika's brother and[NL]crown prince of Renais.[X][A][0D]I'm Princess L'Arachel of Rausten.[NL]The pleasure is mine, of course.[A][0A]I'll begin by telling you of[NL]how we've fared in our mission.[X][A][NL]We seized the Grado capital and[X][NL]defeated her emperor, Vigarde.[A][NL]Grado's capital guard have, to a man,[X][NL]surrendered and laid down their arms.[X][A][NL]Pockets of resistance remain, but the[X][NL]war itself is over.[X][A][0B]Is that so?[X][A][0A]However, something remains that[X][NL]still bothers me.[X][A][NL]A Grado man named Knoll told me about[X][NL]something called a [93]Dark Stone.[94][A][15][0A]Their mages had uncovered lore that led[X][NL]them to craft a powerful magic stone.[X][A][NL]This Dark Stone may have been the[X][NL]catalyst of Grado's transformation.[X][A][NL]It seems to be the source of that black[X][NL]wave of energy Myrrh described.[X][A][15][0A]Vigarde died some time ago, but the power[X][NL]of the stone played him like a puppet.[A][NL]The war and everything that passed since[NL]was planned by the Dark Stone's master.[X][A][0B]Well? Who is it?[A][8004][0A][16]...[X][16]I still can't believe it,[X][NL]but I'll tell you nonetheless.[A][NL]According to Knoll, the man behind[NL]this is Lyon, the imperial prince.[A][NL]He said Lyon's got the Dark Stone.[A][0B]Figures it's Prince Lyon[16]...[X][16][A][08]No, that doesn't make any sense.[A][NL]Ephraim and I know Lyon better than[X][NL]that. We've been friends for years.[X][A][NL]Lyon's not the sort of person who[X][NL]could start a war like this.[A][0B]But, Eirika[X][16]...[X][16][A][08]I saw Lyon recently.[A][NL]Ephraim, you might know this, but after[X][NL]I abandoned the sea route to Rausten,[X][A][NL]I traveled overland with Prince[X][NL]Innes to Jehanna.[X][A][NL]We ran into trouble with Grado's[NL]forces, and I chanced upon Lyon.[A][NL]He didn't share the details of his[NL]situation, but he intimated that[A][NL]he was on our side. Despite all[X][NL]appearances, he was on our side.[A][NL]So Lyon[X][16]...[X][16][A][0A]Eirika,[X][NL]I also met Lyon.[A][08]Did you really?[X][A][0A]Yes. But, he was like a[X][NL]completely different person.[A][NL]To be honest, he didn't seem[NL]to be completely[16]...[X][16]human.[A][08]Ephraim[X][16]...[X][16][NL]What are you saying?[A][0A]I'll tell you what I saw.[X][A][NL]I found Lyon inside Grado Keep.[X][A][NL]This is what he told me:[NL]He said he was behind this war.[X][A][NL]He said he'd befriended us solely so that,[NL]one day, he could invade Renais[X][16]...[X][16][A][NL]He told me he killed our father.[A][08]That[16]... [16]That can't[16]...[X][16][A][0A]I know. I can't believe it either.[NL]I refuse to believe it.[X][A][NL]How could he have planned all[X][NL]this since he was a child[X][16]...[X][16][A][NL]I simply can't fathom it.[X][A][15]
0x0B2A	[0A]I've heard Lyon changed when he acquired[NL]the Dark Stone.[X][A][NL]I've no interest in magic, but[16]...[X][16][NL]There was something uncanny about him.[A][NL]It seemed almost as though he were being[NL]controlled by something himself.[A][08][16]......[16][A][0B]The two of you might find this hard[X][NL]to accept, but[16]...[X][16][A][NL]The state of Prince Lyon's heart matters[NL]little. He has the Dark Stone.[A][NL]That rock is the cause of all that's[NL]happened. The prince must be stopped.[X][A][8004][0D]Not yet. There is something[X][NL]that needs doing first.[X][A][08]L'Arachel?[A][0D]Prince Ephraim, I do believe you[NL]felt it as well.[A][NL]The Dark Stone held by Prince Lyon[16]...[X][16][NL]It exudes a malefic miasma[16]...[X][16][A][NL]We might be able to handle Prince Lyon[NL]alone, but that stone is beyond our ken.[A][08]Then what do you suggest?[X][A][0D]The Sacred Stones.[A][08]The Sacred Stones?[A][0D]We've all heard the legend of the[X][NL]five Sacred Stones.[X][A][NL]They alone possessed the power to[X][NL]seal the Demon King away forever.[X][A][NL]So, of course, to dispel demonic[NL]magic, we must use the Sacred Stones![X][A][0B]You expect us to pin the outcome[NL]of this war on some fool legend?[A][0A][16]...[X][16]Not just the legend.[NL]We also have hope.[A][15][0A]According to Lyon,[A][NL]he has already seen to the destruction of[X][NL]Grado's, Frelia's, and Jehanna's stones.[A][08]Hm. That explains something[X][16]...[X][16][A][NL]Grado forces attacked me, intent on[X][NL]destroying the Stone of Renais.[X][A][NL]If that could be the reason they[NL]chose to invade Renais[16]...[X][16][A][NL]The power of the Sacred Stones may[NL]be greater than we'd ever known.[A][0D]Yes, exactly![X][A][NL]If we acquire a Sacred Stone, we'll be[NL]able to oppose the Dark Stone's might![A][0B]But three of the stones have been[X][NL]shattered, and our options are few.[X][A][NL]Do you suppose that, during the[X][NL]invasion of Renais[16]...[X][16][A][0A]No, I don't think so.[X][A][NL]The Stone of Renais is hidden by the[NL]power of Eirika's and my bracelets.[X][A][08]Grado has made many attempts[NL]to take our bracelets.[A][NL]Every one has failed, and so[NL]the stone may still be safe.[A][0A]We have to confirm that, of course.[X][A][NL]We've defeated Grado, and we must[X][NL]turn our eyes to our homeland.[A][NL]It's time to return to Renais.[A]
0x0B2B	[09][10]&[NL][0D][10] [NL][0D][800E][0C]Lady Myrrh.[X][A][09]Saleh[X][16]...[X][16][A][0C]I'm grateful to see you well.[X][A][NL]The people of Caer Pelyn will[X][NL]be overjoyed that you're safe.[A][09]I must apologize to you, Saleh.[X][A][NL]You were there to protect me from[X][NL]the very start of my journey.[X][A][NL]When we were attacked, I was[NL]separated from you, and[X][16]...[X][16][A][NL]I'm so sorry to have worried you.[X][A][0C]Lady Myrrh.[X][A][NL]As long as you are safe, we have[NL]nothing to be worried about.[A][NL]It will be my honor to serve you[NL]until your mission is complete.[X][A][09]Thank you, Saleh.[X][A]
0x0B2C	[09][10][14][NL][09]Eirika![X][A][0C][10][02][NL][0C]Brother?[A][NL][0C]Is that really you? You're[NL]not some phantom, are you?[A][09]No, it's really me.[X][A][NL]Hold.[X][NL]Enemies approach.[X][A][09][11][0C][16]...[X][16]Ephraim.[A][NL]Even when we were children, you[X][NL]were always there to protect me.[A]
0x0B2D	[09][10][14][NL][0C][10][04][NL][0C]Prince Ephraim.[X][A][09]It's good to see you, Seth.[X][NL]You've served Eirika well.[A][NL]I knew my sister would be safe[NL]as long as you were with her.[X][A][0C]No, she's safe only because you[X][NL]came to our aid today.[A][NL]Our situation still is not one[NL]to promote optimism, but[16]...[X][16][A][09]Yes, this is the crux of the war.[X][A][NL]The majority of Grado's strength[NL]is arrayed before us[16]...[X][16][A][NL]We're going to win, Seth.[X][A][0C]Yes, sir.[X][A]
0x0B2E	[09][10][14][NL][0C][10][16][NL][09]Forde![A][0C][17]Ah, greetings, Prince Ephraim. Your[X][NL]timing is flawless, as ever.[A][NL]Riding in at the nick of time with your[X][NL]armor shining and your lance ready[16]...[X][16][A][NL]It must be nice to be the dashing hero.[X][NL]I'd like to try it someday.[X][A][17][17][09][16]...[X][16]That's just like you, Forde.[A][NL]You make even a crisis such as this[X][NL]seem like a stroll in the garden.[X][A][0C]They say that's one of my best traits.[A][NL]You know, Prince Ephraim, you've changed[NL]since the last time I saw you.[A][NL]You're more[X][16]--[16]how should I put it?[16]--[16]kingly?[X][NL]Is that even a word?[A][09]You've changed a bit, too. It looks[X][NL]like the journey has made you strong.[X][A][NL]What say we show the Grado stragglers[X][NL]how tough we've become? Let's go![X][A][0C]Music to my ears, milord.[X][A]
